"","id","name","spp"
"1",1,"albatrossiapectoralis","albatrossia pectoralis"
"2",2,"alepocephalustenebrosus","alepocephalus tenebrosus"
"3",3,"alosasapidissima","alosa sapidissima"
"4",4,"anoplopomafimbria","anoplopoma fimbria"
"5",5,"antimoramicrolepis","antimora microlepis"
"6",6,"apostichopusleukothele","apostichopus leukothele"
"7",7,"apristurusbrunneus","apristurus brunneus"
"8",8,"atheresthesstomias","atheresthes stomias"
"9",9,"bathyagonusnigripinnis","bathyagonus nigripinnis"
"10",10,"bathybembixbairdii","bathybembix bairdii"
"11",11,"bathymastersignatus","bathymaster signatus"
"12",12,"berryteuthismagister","berryteuthis magister"
"13",13,"bothrocarabrunneum","bothrocara brunneum"
"14",14,"cancerproductus","cancer productus"
"15",15,"careproctusmelanurus","careproctus melanurus"
"16",16,"chauliodusmacouni","chauliodus macouni"
"17",17,"cheirasterdawsoni","cheiraster dawsoni"
"18",18,"chilarataylori","chilara taylori"
"19",19,"chionoecetesbairdi","chionoecetes bairdi"
"20",20,"chionoecetestanneri","chionoecetes tanneri"
"21",21,"chrysaoramelanaster","chrysaora melanaster"
"22",22,"citharichthyssordidus","citharichthys sordidus"
"23",23,"clupeapallasii","clupea pallasii"
"24",24,"coryphaenoidesacrolepis","coryphaenoides acrolepis"
"25",25,"crossasterborealis","crossaster borealis"
"26",26,"ctenodiscuscrispatus","ctenodiscus crispatus"
"27",27,"cyaneacapillata","cyanea capillata"
"28",28,"cymatogasteraggregata","cymatogaster aggregata"
"29",29,"dasycottussetiger","dasycottus setiger"
"30",30,"doryteuthisopalescens","doryteuthis opalescens"
"31",31,"dromaliaalexandri","dromalia alexandri"
"32",32,"embassichthysbathybius","embassichthys bathybius"
"33",33,"engraulismordax","engraulis mordax"
"34",34,"eopsettajordani","eopsetta jordani"
"35",35,"fusitritonoregonensis","fusitriton oregonensis"
"36",36,"gaduschalcogrammus","gadus chalcogrammus"
"37",37,"gadusmacrocephalus","gadus macrocephalus"
"38",38,"genyonemuslineatus","genyonemus lineatus"
"39",39,"glyptocephaluszachirus","glyptocephalus zachirus"
"40",40,"gorgonocephaluseucnemis","gorgonocephalus eucnemis"
"41",41,"heterozoniasalternatus","heterozonias alternatus"
"42",42,"hexagrammosdecagrammus","hexagrammos decagrammus"
"43",43,"hippasteriacalifornica","hippasteria californica"
"44",44,"hippoglossoideselassodon","hippoglossoides elassodon"
"45",45,"hippoglossusstenolepis","hippoglossus stenolepis"
"46",46,"hyaslyratus","hyas lyratus"
"47",47,"hydrolaguscolliei","hydrolagus colliei"
"48",48,"icelinusfilamentosus","icelinus filamentosus"
"49",49,"isopsettaisolepis","isopsetta isolepis"
"50",50,"leuroglossusschmidti","leuroglossus schmidti"
"51",51,"liponemabrevicorne","liponema brevicorne"
"52",52,"lopholithodesforaminatus","lopholithodes foraminatus"
"53",53,"luidiafoliolata","luidia foliolata"
"54",54,"lycenchelyscrotalinus","lycenchelys crotalinus"
"55",55,"lycodesbrevipes","lycodes brevipes"
"56",56,"lycodescortezianus","lycodes cortezianus"
"57",57,"lycodesdiapterus","lycodes diapterus"
"58",58,"lycodespacificus","lycodes pacificus"
"59",59,"lycodespalearis","lycodes palearis"
"60",60,"lyopsettaexilis","lyopsetta exilis"
"61",61,"mediasteraequalis","mediaster aequalis"
"62",62,"merlucciusproductus","merluccius productus"
"63",63,"metacarcinusmagister","metacarcinus magister"
"64",64,"metridiumfarcimen","metridium farcimen"
"65",65,"microgadusproximus","microgadus proximus"
"66",66,"microstomuspacificus","microstomus pacificus"
"67",67,"molpadiaintermedia","molpadia intermedia"
"68",68,"myxodermaplatyacanthum","myxoderma platyacanthum"
"69",69,"neptuneaamianta","neptunea amianta"
"70",70,"nezumiastelgidolepis","nezumia stelgidolepis"
"71",71,"octopoteuthisdeletron","octopoteuthis deletron"
"72",72,"octopuscalifornicus","octopus californicus"
"73",73,"oncorhynchustshawytscha","oncorhynchus tshawytscha"
"74",74,"ophiodonelongatus","ophiodon elongatus"
"75",75,"opisthoteuthiscaliforniana","opisthoteuthis californiana"
"76",76,"pandalopsisdispar","pandalopsis dispar"
"77",77,"pandaluseous","pandalus eous"
"78",78,"pandalusjordani","pandalus jordani"
"79",79,"pandalusplatyceros","pandalus platyceros"
"80",80,"paractinostolafaeculenta","paractinostola faeculenta"
"81",81,"parastichopuscalifornicus","parastichopus californicus"
"82",82,"parmaturusxaniurus","parmaturus xaniurus"
"83",83,"parophrysvetulus","parophrys vetulus"
"84",84,"pasiphaeapacifica","pasiphaea pacifica"
"85",85,"patinopectencaurinus","patinopecten caurinus"
"86",86,"peprilussimillimus","peprilus simillimus"
"87",87,"pisasterbrevispinus","pisaster brevispinus"
"88",88,"platichthysstellatus","platichthys stellatus"
"89",89,"platymeragaudichaudii","platymera gaudichaudii"
"90",90,"pleurobranchaeacalifornica","pleurobranchaea californica"
"91",91,"pleuronichthysdecurrens","pleuronichthys decurrens"
"92",92,"pleuronichthysverticalis","pleuronichthys verticalis"
"93",93,"podothecusaccipenserinus","podothecus accipenserinus"
"94",94,"porichthysnotatus","porichthys notatus"
"95",95,"pseudostichopusmollis","pseudostichopus mollis"
"96",96,"ptilosarcusgurneyi","ptilosarcus gurneyi"
"97",97,"pycnopodiahelianthoides","pycnopodia helianthoides"
"98",98,"pyrosomaatlanticum","pyrosoma atlanticum"
"99",99,"rajabinoculata","raja binoculata"
"100",100,"rajainornata","raja inornata"
"101",101,"rajarhina","raja rhina"
"102",102,"rathbunastercalifornicus","rathbunaster californicus"
"103",103,"sardinopssagax","sardinops sagax"
"104",104,"scomberjaponicus","scomber japonicus"
"105",105,"sebastesalutus","sebastes alutus"
"106",106,"sebastesaurora","sebastes aurora"
"107",107,"sebastesbabcocki","sebastes babcocki"
"108",108,"sebastesborealis","sebastes borealis"
"109",109,"sebastesbrevispinis","sebastes brevispinis"
"110",110,"sebasteschlorostictus","sebastes chlorostictus"
"111",111,"sebastescrameri","sebastes crameri"
"112",112,"sebastesdiploproa","sebastes diploproa"
"113",113,"sebasteselongatus","sebastes elongatus"
"114",114,"sebastesentomelas","sebastes entomelas"
"115",115,"sebastesflavidus","sebastes flavidus"
"116",116,"sebastesgoodei","sebastes goodei"
"117",117,"sebasteshelvomaculatus","sebastes helvomaculatus"
"118",118,"sebastesjordani","sebastes jordani"
"119",119,"sebastesmelanostomus","sebastes melanostomus"
"120",120,"sebastespaucispinis","sebastes paucispinis"
"121",121,"sebastespinniger","sebastes pinniger"
"122",122,"sebastesproriger","sebastes proriger"
"123",123,"sebastesruberrimus","sebastes ruberrimus"
"124",124,"sebastessaxicola","sebastes saxicola"
"125",125,"sebastessemicinctus","sebastes semicinctus"
"126",126,"sebastesvariegatus","sebastes variegatus"
"127",127,"sebasteszacentrus","sebastes zacentrus"
"128",128,"sebastolobusalascanus","sebastolobus alascanus"
"129",129,"sebastolobusaltivelis","sebastolobus altivelis"
"130",130,"squalusacanthias","squalus acanthias"
"131",131,"squalussuckleyi","squalus suckleyi"
"132",132,"stegophiuraponderosa","stegophiura ponderosa"
"133",133,"strongylocentrotusfragilis","strongylocentrotus fragilis"
"134",134,"stylasteriasforreri","stylasterias forreri"
"135",135,"thaleichthyspacificus","thaleichthys pacificus"
"136",136,"thrissacanthiaspenicillatus","thrissacanthias penicillatus"
"137",137,"torpedocalifornica","torpedo californica"
"138",138,"trachurussymmetricus","trachurus symmetricus"
"139",139,"tritoniadiomedea","tritonia diomedea"
"140",140,"zalembiusrosaceus","zalembius rosaceus"
"141",141,"zaniolepislatipinnis","zaniolepis latipinnis"
"142",142,"metacarcinusmagister_fishery","metacarcinus magister"
"143",143,"hippoglossusstenolepis_fishery","hippoglossus stenolepis"
"144",144,"sebastesalutus_fishery","sebastes alutus"
"145",145,"pleurogrammusmonopterygius_fishery","pleurogrammus monopterygius"
"146",146,"oncorhynchusketa_fishery","oncorhynchus keta"
"147",147,"limandaaspera_fishery","limanda aspera"
"148",148,"clupeapallasii_fishery","clupea pallasii"
"149",149,"gadusmacrocephalus_fishery","gadus macrocephalus"
"150",150,"merlucciusproductus_fishery","merluccius productus"
"151",151,"gaduschalcogrammus_fishery","gadus chalcogrammus"
"152",152,"energy",NA
